ISP_Name_R,log_pop,pop_den,income_m_h,less_high_school_perc,edu_bachelor_above,with_computer_no_internet_perc,no_computer_perc,asian_perc,white_perc,black_perc,senior_perc,diff_income,diff_white,diff_high_edu,diff_bachelor_edu,is_econ_up,more_white,edu_improve,less_white,is_econ_up_per,more_white_per,edu_improve_per,less_white_per,num_block,Consumer_per,Business_per,MaxCIRDown,MaxAdDown,MaxCIRUp,MaxAdUp,Digital Divide,Economic Impact,Local Community,Experience,Customer Service Oriented,Affordable,Products,Non-profit,Municipal,Technology,k_label
Molalla Communications Company,10.11896176954543,342.1045648148978,66524.23076923077,9.988002091122267,13.737101329488492,8.276909447371162,7.498851920468187,0.9071779976838183,91.84183429869171,0.08217471401687143,16.429688357110408,13100.0,-2.7033298567118607,-1.3011312392280583,3.496052700171777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401,1.0,1.0,0.0,1000.0,0.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Oregon Farmers Mutual,7.9420068084898565,49.26418896458944,46015.75,7.481392752970639,12.57141067823408,11.525756748847947,19.35473743294528,0.9622005789089644,95.36214977296558,0.3034547152194211,24.59161893472521,714.5,-0.9903858612313172,-2.0593811570086986,1.9224857268335525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4
ASTCA,10.613958801104268,476.1112324951189,57327.891891891886,9.366238623576507,12.782083511840492,11.360302635326676,11.907184088964662,0.5252020432768121,96.12325411812985,1.079304643981023,18.6773034411406,3007.0,0.132265924121171,-0.4815167605865272,3.754406296779175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849,1.0,1.0,20.0,20.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4
FiberComm,11.521419290089153,3589.290174366154,58870.85436893204,14.293154492252345,15.389855597144313,11.110427399039317,13.02589703037258,3.242707183857013,85.48526987461388,3.466481869513471,14.275650725726573,9319.0,0.07185437513305715,-0.07375476039751216,2.5734095566318924,3.0,10.0,3.0,4.0,0.03997867803837953,0.13326226012793174,0.03997867803837953,0.05330490405117271,7504,0.9992004264392323,1.0,0.0,10.0,0.0,1.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4
Oran Mutual Telephone Company,9.888729181560583,397.06047914172666,63935.315789473694,6.208256900199291,18.018200607976567,7.6914040760275295,13.425794054080026,0.5508312763339012,97.27514793266408,0.6312438590254656,19.054376709534107,6116.0,0.052467580076069005,-0.6247366686551228,4.548886040836392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,1.0,1.0,0.0,25.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2
Radcliffe Telephone Company,8.517992871586802,26.92697798175281,61999.83333333334,6.053932611140188,18.658685410031953,9.44249330904216,15.757287554299333,0.0,94.9061945565727,1.8960263163205584,15.807832259047766,8985.0,-3.18233642191025,1.1993446674739274,3.4013230082395705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,1.0,1.0,0.0,500.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Delta Telecom,10.26419933745711,2205.389479347933,58252.65,5.851703161524947,21.56059890055825,8.914868464691722,12.288212804380775,0.9661781385072752,86.60386106115006,9.12409243236608,20.02927698303473,8421.0,-0.5649117706056508,-1.715630406783446,1.7039854827363063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,1.0,1.0,50.0,50.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4
Beresford Municipal Telephone,7.991592282068092,21.644440967229013,54454.5,11.750790497936356,14.3858248714474,11.710835772383692,15.382987473995664,0.04574565416285453,99.11172738200766,0.0,24.469267345672197,2881.0,1.91058000694958,3.202977192438196,0.5513873621275875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,1.0,1.0,0.0,30.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4
SBT Internet,10.830955585000408,651.3610151131712,62783.607142857145,12.918100795270204,11.780626225092178,7.953803095857724,10.571857178508925,0.5848092971090397,87.74271231217564,0.6068257061927401,9.911934364929197,4785.5,0.2313284083668989,-1.1497982088892102,-1.8037660833704603,0.0,0.0,1.0,0.0,0.0,0.0,0.3067484662576687,0.0,326,0.9325153374233128,0.1840490797546012,0.0,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
Advantenon,10.209979112224897,111.8691640253298,66359.28571428571,6.370617117333362,16.335327310809895,10.396990314887438,13.097580182277985,1.7406988150890972,94.29225827729418,0.6146919706623369,19.353906090439477,7092.0,-0.07626033254465625,-1.255267874882006,2.0138435111515616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,1.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Clear Rate Communications,13.272490545180506,4047.645090982423,70639.80833333332,8.041186745856589,23.20600600763225,7.779050829302215,9.516370876784237,4.9581409389316535,70.07346057294434,19.118628054837338,14.791362612679405,8901.5,-1.2241686656360358,-0.5414782298948929,1.1313933977425847,21.0,18.0,17.0,16.0,0.10635065329687024,0.09115770282588878,0.08609338600222831,0.08102906917856781,19746,0.8897498227489111,1.0,35.0,40.0,15.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
BlountBroadband,10.976918776006979,115.65092226883394,50195.6,19.137002534352195,9.142350122839092,10.541098823583336,20.44863239170833,0.5164414739388502,94.3101625078507,2.0568574536672033,17.900647812870506,3125.0,0.07872520391781279,-1.777720290618625,-0.4385562463719266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4
Mid-Hudson Cablevision,11.378948258699854,985.0760307992191,58301.914634146335,11.30955132757113,14.103402463819725,11.063350391998599,16.29034479573538,1.8363167978552064,89.93668659413254,4.739904716961932,21.591877031265394,6094.0,-0.3258812948686085,-1.9310472130889151,2.1011641132197427,0.0,2.0,4.0,3.0,0.0,0.09144947416552354,0.18289894833104708,0.1371742112482853,2187,1.0,1.0,300.0,200.0,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Heavenwire.net,11.304608947899188,678.1527830205964,63817.15384615384,10.581868340217794,13.610056635438776,9.397841585404304,11.10661051152634,0.8883342321597301,90.55772663014861,6.027100209284325,18.14234177734475,8899.5,0.3078745430855676,-1.5506377566392704,1.1286575769477594,0.0,1.0,0.0,1.0,0.0,0.37735849056603776,0.0,0.37735849056603776,265,0.9132075471698112,0.1169811320754717,0.0,3.0,0.0,0.768,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
EPB,13.180256743323044,1537.8501743825198,53998.396501457726,13.116596828313893,17.035489944531818,8.684328920821892,15.26871338882708,1.5456370701373685,79.43238330103237,15.579240524360545,18.19821182313703,5703.0,-0.03901700442578715,-2.427735343715902,1.727032861597502,4.0,12.0,14.0,9.0,0.05719187875321705,0.17157563625965114,0.20017157563625965,0.12868172719473833,6994,1.0,1.0,1000.0,1000.0,1000.0,1000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Smithville Communications,11.936970230629615,523.9135050724549,57891.45901639344,11.017774233561877,14.025016122279114,10.069438153218924,13.839883813806296,0.7649254450578701,95.69694062533813,0.950846210478989,17.78538594762166,7722.0,-0.003257895054169069,-1.7265785627768802,1.7261963444022548,1.0,0.0,6.0,0.0,0.0550357732526142,0.0,0.3302146395156852,0.0,1817,1.0,1.0,25.0,25.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Reinbeck Telecommunications Utility,9.121946221213587,24.30522289759647,67762.44444444444,3.6357859719879713,21.73507132597057,9.509156057742565,11.430189755355478,0.6105893020918374,98.43012942295393,0.21665119158155371,19.077971441015663,3315.0,0.06964304236372243,0.2357711154621089,5.3499564121854775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354,1.0,1.0,0.0,25.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2
Marshall Municipal Utilities,9.619465440915834,1992.674031928937,41869.357142857145,16.996550219630087,12.069803254345956,7.537622378818222,19.08495488831755,1.0178567883544027,81.73809999973065,6.037452755367057,15.588929987277574,6223.0,2.601768262263491,-1.8094334694127958,-2.831632484357754,0.0,2.0,0.0,1.0,0.0,0.28776978417266186,0.0,0.14388489208633093,695,1.0,1.0,0.0,150.0,0.0,75.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
BruceTel Communications,8.694167141883597,35.934263142728966,47486.16666666666,12.01539381786184,11.701600080662208,10.890790808341203,20.78000755369591,0.13609018164826822,95.9651322022792,0.4945471028264848,25.619433999658042,9140.5,-2.266509609385878,0.6496796825054272,1.6603357091787814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548,1.0,1.0,0.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2
Andrew Telephone Company,8.653296274408579,618.1620386439321,58313.5,8.896456383695803,12.589326246587007,5.3373046590987085,17.853311972203375,0.4057778923620257,98.50654679537563,0.29847182425978985,19.903225496002946,744.0,-0.0996643324031936,-1.2043331345025194,3.1547329629503698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,1.0,1.0,0.0,10.0,0.0,1.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Bernard Telephone,10.785869836159096,1265.6843273376,58207.8717948718,7.226554045406862,16.458021952378854,8.565685898202334,14.662147605874615,0.5973172889315662,95.08554827745006,1.8629515329823907,16.5928267413291,6840.0,-0.21082246642292546,-2.6688708119874924,2.7998180623641766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,1.0,1.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Bloomer Telephone Company,9.57449725626267,122.58876474729809,61106.75,7.846144811837269,14.189090855169539,5.361633564408339,13.869290843390178,0.24624552187549076,98.40926243815693,0.24791055336634996,19.16998585597505,8490.0,0.21992675341098789,-1.4305845584262071,1.41744897971636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465,1.0,1.0,0.0,1000.0,0.0,1000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4
Foothills Broadband,10.816392559306074,273.9720796616155,34596.190476190466,24.065804874573175,6.519215262300143,8.497709210844684,23.66272166142825,0.5783676206006361,98.07745077802086,0.36316087141836173,16.932041621901337,1994.5,-0.012992288115931672,-4.372703381377024,0.4895903858248936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2885,1.0,1.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4
Telegia Communications,13.64846020056689,1677.6455663271292,92582.52793834297,8.972919026984,20.20144027102044,6.476859355861426,9.60702433882664,3.610075332421129,84.14162499184478,7.654684357499847,16.137201529889975,5930.0,-0.9049391718156556,-0.5622481763742044,0.8747932798565721,24.0,10.0,9.0,9.0,0.18726591760299627,0.0780274656679151,0.0702247191011236,0.0702247191011236,12816,1.0,1.0,100.0,30.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Rice Belt Telephone Co,7.888709524182015,9.542720227437655,43983.33333333334,17.873482915768914,8.259627714266541,13.172592537663753,12.342938908356937,0.0,94.64657042623591,0.3120241044925396,14.645342438115394,2941.0,-3.9399432623053063,-2.9835315085213523,-0.6959533981069939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1.0,1.0,20.0,20.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4
Mid-Hudson Data,12.285308874240803,650.4673575385046,68241.1237113402,8.821937418373555,17.32366429058283,8.375476504328432,12.002641038155279,1.7044292462613881,91.6858408793169,3.1734687956661802,23.06156179858263,6568.5,-0.10721863601558823,-0.6556450050230391,1.1474275001784442,2.0,3.0,8.0,4.0,0.0368052999631947,0.055207949944792056,0.1472211998527788,0.0736105999263894,5434,1.0,1.0,100.0,25.0,25.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Byhalia.net,11.769534739667431,311.9532904866358,60913.33663366338,9.412518946680033,11.329610681520718,8.208671951632754,12.9825368647507,0.4039136297411438,96.66414306779001,0.8397594418496725,17.66176833240826,7693.0,0.05549015324666584,-1.334743591620431,3.006134494735788,0.0,0.0,1.0,0.0,0.0,0.0,0.028851702250432775,0.0,3466,1.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4
TruVista,11.233965246330317,339.69079531654955,42422.181818181816,17.649692810838125,11.795184855655425,14.394559634363242,20.45638650245889,0.4980991556702432,82.00416984384526,13.351445683009562,21.98157796217764,2885.0,-0.8492034425929234,-1.99815413013382,0.34910468734782185,1.0,3.0,1.0,1.0,0.0722543352601156,0.2167630057803468,0.0722543352601156,0.0722543352601156,1384,1.0,1.0,250.0,250.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0
Bolt Internet,12.221522676753613,1300.6867314201738,51378.676470588245,9.72733373785915,15.116645433624358,9.606339671194347,10.86597444070241,0.8269127992383688,91.68366815613376,0.5718565167030171,30.124715850239625,5414.5,0.5155051216076743,-0.20657234754857604,0.6695395428753075,1.0,1.0,1.0,1.0,0.014934289127837515,0.014934289127837515,0.014934289127837515,0.014934289127837515,6696,1.0,1.0,75.0,15.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
Optico Fiber,12.313778408943339,10381.2950316862,33082.645631067964,16.421149600441126,24.54965612935921,9.868218542605195,28.878811281608936,0.5009734760955707,71.32023664905151,9.919438985669801,23.806305327225466,377.0,0.6818919428813999,-3.885922535808121,0.6211405551953737,3.0,16.0,11.0,11.0,0.13692377909630307,0.7302601551802829,0.5020538566864445,0.5020538566864445,2191,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
OzarksGo,11.99014673427238,1032.250152130058,52820.67105263158,15.939741519695493,16.361552943837694,16.252317878897497,13.509214167653052,1.9023114064394624,72.58802364726095,2.5339029820408645,13.067447311241796,5507.0,-1.4575055137263035,-1.7884970997803364,0.5944980023802164,1.0,3.0,1.0,1.0,0.04496402877697842,0.13489208633093525,0.04496402877697842,0.04496402877697842,2224,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Grantsburg Telcom,7.324489979348532,251.99618182722546,39688.0,7.288629737609329,8.940719144800777,12.285714285714285,16.428571428571427,0.3955174686882004,90.90309822017142,0.4614370468029005,21.22610415293342,8817.0,-6.011347782633621,-3.6204611714815784,-0.35221014812851514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,1.0,1.0,0.0,35.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
United Wireless,11.880037749866325,1506.112620106638,54791.414634146335,24.963244316243593,11.726170398831332,10.965130365601478,14.29691619111685,1.6668682463093003,84.59484453728031,1.920741762802998,13.430101682060904,1745.0,-0.13484926055078006,0.17090598837519622,-0.09741740247896223,0.0,8.0,1.0,1.0,0.0,0.03344062199556912,0.00418007774944614,0.00418007774944614,23923,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Falcon1,10.146159183657883,141.77825991991457,52261.428571428565,14.478956643667814,9.77864652922448,8.651657542392348,16.399579827168857,0.0532326751838947,97.82790712195593,0.198058979473688,16.794826981260083,7227.0,-0.2921239967100604,0.19001645849628448,-2.1367486327596525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725,1.0,1.0,0.0,14.25,0.0,3.625,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4
WARP,9.919705330558962,391.51069776743276,58203.23529411764,7.067415950804226,17.536008233475588,9.96573674954648,15.03947858943239,0.5405486494478217,96.18421520035149,0.51442545505424,22.5457201884807,8333.0,-0.34203595354676963,-2.5520521555524107,2.1929411764705886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,1.0,1.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4
Hillbilly Wireless,12.82171493709555,509.1610919774424,42052.33457249071,16.8010118129041,9.828497567521216,14.505769749202381,18.29896871196123,0.561836596177962,86.50545048887089,8.257590507745402,17.907243786702622,4124.0,-1.5964755180938113,-3.7929478248925736,0.6297623400365628,1.0,2.0,2.0,4.0,0.005548158011540168,0.011096316023080336,0.011096316023080336,0.022192632046160676,18024,1.0,1.0,20.0,15.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DigitalAgent,14.26269261999703,4074.0007494967067,77816.47973856209,9.683434885981567,27.905078916047536,8.883216613004445,8.525493116498811,5.817188691469064,53.906217124464405,34.790136618834445,12.297359390559633,9822.0,0.0,-0.7236599845064702,0.8059002495470509,60.0,31.0,41.0,32.0,0.3794106487922094,0.19602883520930825,0.2592639433413431,0.20235234602251168,15814,0.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3
Arthur Mutual Telephone,9.44604470533525,169.48022681945648,62308.5,7.5732292135941135,9.382608519687931,7.986357722864728,13.10322305917636,0.2877973906369916,94.52876205492993,1.5966190013364692,19.646420430920948,10300.5,-0.5316889659639443,-4.071250022661008,-0.2537927735739123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253,1.0,1.0,0.0,1000.0,0.0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Zulu Internet,11.299534205098697,240.50669117773205,54623.862068965514,14.609221572907698,11.69984238452516,16.50923075056151,15.948095492754483,0.7557120381480662,87.18914187843971,6.3422242456518365,18.26973120909414,8681.0,-0.05501531425388606,-2.534747703849855,1.6363115627091576,1.0,2.0,0.0,1.0,0.18315018315018314,0.3663003663003663,0.0,0.18315018315018314,546,0.9706959706959708,0.0934065934065934,0.0,6.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pinnacle Network Solutions,12.113732550653646,1645.45617603632,49670.01234567902,14.074587048309104,14.257206021856142,13.444416901273662,14.665115432283292,1.3030893369395784,83.16598564707384,6.890125112666798,17.493877370926487,1426.5,-2.1618889483990245,-2.399741637383229,1.2137046632658592,2.0,1.0,6.0,8.0,0.016361256544502618,0.008180628272251309,0.04908376963350785,0.06544502617801047,12224,1.0,1.0,0.0,25.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
Roll-Call,11.90174615339028,2419.937361314272,52647.670886075946,7.774484971873562,13.486928969598852,8.735772142214223,8.202004806549612,3.0182293787955112,68.22901924323594,17.04511719694705,12.018703884956947,3015.0,-2.8085875252661343,-1.3683848612412008,0.7583527052281323,0.0,1.0,2.0,2.0,0.0,0.026874496103198062,0.053748992206396125,0.053748992206396125,3721,1.0,1.0,250.0,30.0,250.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3
Razer Wireless,11.490628729971618,536.1456604659212,56118.91666666666,13.910601841955982,15.548686182394778,14.281688309787448,14.316351970834953,1.5190442331540148,81.75719417707617,11.56921307712832,19.983871378869857,8158.0,-1.2883357614095274,-0.4938069526503544,1.2140741402781696,2.0,3.0,2.0,1.0,0.4694835680751174,0.7042253521126761,0.4694835680751174,0.2347417840375587,426,0.8685446009389671,0.2746478873239437,0.0,3.0,0.0,0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Desert iNET,11.23037686036348,779.8425203473115,118933.12765957447,2.6322926017156423,34.255918249392465,3.573725765163573,2.5778156261219056,3.8233558845451423,91.83668729294487,0.9787467725713204,30.49618053904756,17117.0,-1.7249677396854397,0.0,3.078714031194892,9.0,0.0,1.0,0.0,1.4173228346456692,0.0,0.15748031496062992,0.0,635,1.0,0.01889763779527559,0.0,45.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3
POPP Communications,13.841595371724415,5589.520673175313,74992.3488045007,7.825911828778405,28.473866414974538,7.374351229709128,8.312859409525123,7.0941883328111555,73.99547330223794,11.557116794149849,14.34269367739884,8240.0,-1.8849802681441543,0.0,1.1937260347466552,24.0,13.0,21.0,23.0,1.3311148086522462,0.7210205213533001,1.1647254575707155,1.2756516916250693,1803,0.0,1.0,0.7040000000000001,0.0,0.7040000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3
Myakka Communications,10.187989573981278,106.9721480650237,88102.77777777777,8.750351367246605,19.00295136754633,11.531354004290007,6.024311428236675,2.082414314967426,94.70304869309014,0.969593712474005,18.551056221769628,3733.0,-0.09294970415065508,-1.0535830238886454,-0.6594222770693392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,1.0,1.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4
Skybest Communications,11.356528931767846,898.5491512775011,40743.56140350877,14.562742654721301,15.786866997893483,8.864273114417884,18.2667532421112,0.5443722824690671,91.46049735533295,3.917000036891774,20.836574744400693,8175.0,1.4944769330734289,-1.9375420111385055,0.38559789657886334,0.0,1.0,1.0,1.0,0.0,0.21413276231263384,0.21413276231263384,0.21413276231263384,467,0.9700214132762311,1.0,0.0,1000.0,0.0,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
ANTS-Technology,10.57620240758158,725.6449490586007,64197.72727272727,15.861579718708755,13.435066691011476,13.279186792570727,11.38632706187166,1.121164151491084,79.91081601863709,12.724549566833856,16.047599458167007,2506.5,-0.774732075645943,-3.1386604922920176,3.0416155613180846,0.0,0.0,1.0,0.0,0.0,0.0,0.6756756756756757,0.0,148,0.8378378378378378,0.25,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Fayetteville Public Utilities,8.001019961323651,559.0264004403249,39907.0,21.476836241249867,9.282333469778797,18.652800118327878,29.11246078848276,0.5607476635514018,69.97388588969979,23.87208692020421,20.241584073727427,1958.0,3.8907270992578304,-8.534418471906399,6.04676646749334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,1.0,100.0,100.0,100.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
Saddleback Communications,8.907476977528738,213.9794353011785,36037.75,27.63641956805953,6.924228972677383,14.716969671158813,18.992568719886727,0.27659326174583954,20.785015968392962,0.2159725051987978,15.686621766594618,2467.0,-8.474209615462435,3.918105238220893,0.2858853724299749,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2427184466019417,412,1.0,0.9344660194174758,15.0,32.5,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mille Lacs Energy Cooperative,8.415603335654604,93.99783945619284,48973.25,6.997931992485642,13.634975862357356,11.917411147216693,13.026863268273836,0.31631747049022896,98.13728363229878,0.02429543245869776,35.36936687268982,4962.0,-0.0960960596728313,-1.6028613189238776,-1.623541377733095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Skylink Wireless Internet,10.213725810701272,1226.1182361082715,42080.074074074066,17.733356681230518,8.30542883760748,10.90816069296702,15.168533211288235,0.16309320876972674,91.562595547995,2.82476930982526,18.13470958243159,116.0,0.4824964155107665,1.2849461743033908,-1.7751941008934526,0.0,1.0,0.0,0.0,0.0,0.0794912559618442,0.0,0.0,1258,1.0,0.0,0.0,25.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0
Globalvision,11.21063047535058,1197.7373048677068,56933.28205128205,13.135351158718604,20.306796383515,9.74033516158706,14.742866755759092,1.794759937861358,79.34545363269916,15.380068672528939,18.134873901227,7811.0,-0.14921754052187453,-2.283058599711594,3.0592321177829302,2.0,1.0,0.0,0.0,3.7735849056603774,1.8867924528301887,0.0,0.0,53,0.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
West Wisconsin Telcom,10.539614544996624,149.76244485113608,66959.92,6.396536709801799,15.749858155073818,6.836405229754548,11.479039764298415,1.6309224220105816,96.1580669999548,0.4961983318361535,17.065846552410957,6125.0,0.3355705836932401,-1.4416884298594947,1.4665801427644425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147,1.0,1.0,0.0,1000.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2
Alsat Wireless,10.195634641947068,188.6234502511656,47485.92,14.701255877815996,9.000197144548347,14.088201039090226,20.773711738360845,0.22198321966754453,93.80539908661844,2.7926260249460952,20.13800662539606,4205.0,-1.6351784333222668,-5.045972245933232,-0.09925670519741203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426,0.908450704225352,0.13615023474178406,0.0,6.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"SyncWave, LLC",10.907624312981353,928.4163585808676,45992.260869565216,10.497264249314496,12.81755804496646,13.010853824216777,16.200606482971686,0.5856292246445962,92.37074961949983,2.483683218944035,21.090935428262856,6073.0,-0.9555247252044056,-2.029230352041868,1.6858535086836737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553,1.0,1.0,200.0,50.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
NeboNet,10.838717794229677,902.4600867327588,67904.5,6.887026340092215,16.608474893360306,9.128987305306653,8.234747457442213,0.96999622439241,94.2126201891338,0.4798860325018654,12.072813352174158,6261.5,-0.16979113480005026,-0.4666902287973221,1.8384970809270451,0.0,0.0,1.0,1.0,0.0,0.0,0.2849002849002849,0.2849002849002849,351,1.0,1.0,100.0,100.0,30.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4
